,Unnamed: 0,Solute,Solvent,SoluteSMILES,SolventSMILES,DeltaGsolv
625,855,isopropylether,diisopropylether,CC(C)OC(C)C,CC(C)OC(C)C,-3.97
2269,2932,1-propanol,water,CCCO,O,-88.3
1346,1666,pyridine,octanol,C1=CC=NC=C1,CCCCCCCCO,-5.34
569,794,butanoicacid,diethylether,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,CCOCC,-7.32
1758,2201,pyridine,water,C1=CC=NC=C1,O,-4.7
1816,2261,2-bromopropane,water,CC(C)Br,O,-0.48
2065,2673,9h-fluorene,octanol-water,C1C2=CC=CC=C2C3=CC=CC=C31,CCCCCCCCO.O,-5.7
127,167,ethylacetate,bromobenzene,CCOC(=O)C,C1=CC=C(C=C1)Br,-4.57
2347,3018,acetonitrile,water,CC#N,O,-75.3
2006,2606,4-(hydroxymethyl)pyridine,octanol-water,C1=CN=CC=C1CO,CCCCCCCCO.O,-0.08
980,1245,iodobenzene,hexadecane,C1=CC=C(C=C1)I,CCCCCCCCCCCCCCCC,-6.25
190,238,methanol,butylacetate,CO,CCCCCC(=O)[O-],-3.04
1139,1424,butylacetate,isopropylbenzene,CCCCCC(=O)[O-],CC(C)C1=CC=CC=C1,-5.36
992,1266,ethylbenzene,hexane,CCC1=CC=CC=C1,CCCCCC,-4.99
699,931,5-bromouracil,ethylacetate,C1=C(C(=O)NC(=O)N1)Br,CCOC(=O)C,-17.93
606,834,iodobenzene,diethylether,C1=CC=C(C=C1)I,CCOCC,-6.64
180,226,ethanol,butanone,CCO,CCC(=O)C,-4.46
301,445,ethylamine,chloroform,CCN,C(Cl)(Cl)Cl,-4.02
1060,1341,1-pentanol,iodobenzene,CCCCCO,C1=CC=C(C=C1)I,-5.02
2229,2882,1-methylpiperidine,methanol,CN1CCCCC1,CO,-56.3
1069,1350,ethylamine,iodobenzene,CCN,C1=CC=C(C=C1)I,-2.73
1243,1549,m-cresol,octane,CC1=CC(=CC=C1)O,CCCCCCCC,-5.19
16,43,toluene,aniline,CC1=CC=CC=C1,C1=CC=C(C=C1)N,-4.57
2350,3021,methanol,water,CO,O,-93.0
546,770,naphthalene,diethylether,C1=CC=C2C=CC=CC2=C1,CCOCC,-7.25
658,888,1-pentanol,dodecane,CCCCCO,CCCCCCCCCCCC,-4.09
2134,2760,4-nitroaniline,dimethylsulfoxide,C1=CC(=CC=C1N)[N+](=O)[O-],CS(=O)C,-47.4
2161,2794,formamide,dimethylsulfoxide,C(=O)N,CS(=O)C,-57.6
1504,1875,bromoform,pentane,C(Br)(Br)Br,CCCCC,-4.83
959,1222,octanal,hexadecane,CCCCCCCC=O,CCCCCCCCCCCCCCCC,-5.98
797,1045,ethylbenzene,heptanol,CCC1=CC=CC=C1,CCCCCCCO,-4.58
225,279,propylacetate,carbondisulfide,CCCCC(=O)O,C(=S)=S,-4.63
2074,2688,"3,4,5-trichlorophenol",acetonitrile,C1=C(C=C(C(=C1Cl)Cl)Cl)O,CC#N,-43.8
1799,2244,"1,1,1-trichloroethane",water,CC(Cl)(Cl)Cl,O,-0.25
2336,3007,"N,N-diethylaniline",water,CCN(CC)C1=CC=CC=C1,O,-54.0
2085,2704,methylamine,acetonitrile,CN,CC#N,-80.2
1693,2126,ethylbenzene,water,CCC1=CC=CC=C1,O,-0.8
1045,1325,1-hexanol,hexanol,CCCCCCO,CCCCCCO,-7.05
469,628,acetophenone,decalin,CC(=O)C1=CC=CC=C1,C1CCC2CCCCC2C1,-6.23
954,1216,ammonia,hexadecane,N,CCCCCCCCCCCCCCCC,-0.93
2346,3017,piperazine,water,C1CNCCN1,O,-66.0
639,869,2-butanone,dimethylformamide,CCC(=O)C,CN(C)C=O,-4.56
2193,2833,2-t-butylphenol,methanol,CC(C)(C)C1=CC=CC=C1O,CO,-61.6
1218,1522,butylacetate,nonane,CCCCCC(=O)[O-],CCCCCCCCC,-4.69
1158,1457,toluene,methylenechloride,CC1=CC=CC=C1,C(Cl)Cl,-5.53
1415,1738,1-octanol,octanol,CCCCCCCCO,CCCCCCCCO,-8.13
2143,2770,"2,4-dinitrophenol",dimethylsulfoxide,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,CS(=O)C,-38.0
1527,1900,2-hexanone,perfluorobenzene,CCCCC(=O)C,C1(=C(C(=C(C(=C1F)F)F)F)F)F,-5.55
2306,2976,4-chlorophenol,water,C1=CC(=CC=C1O)Cl,O,-66.0
1300,1612,1-propanol,octanol,CCCO,CCCCCCCCO,-5.02
2263,2925,propanoicacid,water,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,O,-76.2
1603,2028,propylamine,toluene,CCCN,CC1=CC=CC=C1,-3.51
160,204,benzene,butanol,C1=CC=CC=C1,CCCCO,-3.39
1704,2137,1-butanol,water,CCCCO,O,-4.72
956,1219,diethyldisulfide,hexadecane,CCSSCC,CCCCCCCCCCCCCCCC,-5.74
2302,2972,dichloroaceticacid,water,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC(=C2)C(=O)OC)C,O,-62.3
877,1127,"3,3-dimethylbutanone",hexadecane,CC(=O)C(C)(C)C,CCCCCCCCCCCCCCCC,-3.94
1919,2444,caffeine,water,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,O,-12.64
1884,2352,methylhydrazine,water,CNN,O,-5.31
98,136,toluene,benzonitrile,CC1=CC=CC=C1,C1=CC=C(C=C1)C#N,-4.95
2234,2887,3-methylpyridine,methanol,CC1=CN=CC=C1,CO,-58.5
253,390,ethylamine,chlorobenzene,CCN,C1=CC=C(C=C1)Cl,-2.73
103,141,nitromethane,benzonitrile,C[N+](=O)[O-],C1=CC=C(C=C1)C#N,-5.05
1445,1780,formamide,octanol,C(=O)N,CCCCCCCCO,-7.8
1443,1778,3-methylaniline,octanol,CC1=CC(=CC=C1)N,CCCCCCCCO,-7.57
1648,2080,toluene,undecane,CC1=CC=CC=C1,CCCCCCCCCCC,-4.81
586,813,p-hydroxybenzaldehyde,diethylether,C1=CC(=CC=C1C=O)O,CCOCC,-12.07
627,857,hydrogenperoxide,diisopropylether,OO,CC(C)OC(C)C,-6.72
1696,2129,p-xylene,water,CC1=CC=C(C=C1)C,O,-0.81
2101,2720,acetone,acetonitrile,CC(=O)C,CC#N,-77.5
403,554,"3,3-dimethylbutanone",cyclohexane,CC(=O)C(C)(C)C,C1CCCCC1,-4.42
1154,1453,"1,4-dioxane",methoxyethanol,C1COCCO1,COCCO,-4.91
1682,2115,cyclopentene,water,C1CC=CC1,O,0.56
2056,2664,3-bromoanisole,octanol-water,COC1=CC(=CC=C1)Br,CCCCCCCCO.O,-4.41
2247,2901,t-butanol,water,CC(C)(C)O,O,-72.1
452,610,3-methylaniline,cyclohexane,CC1=CC(=CC=C1)N,C1CCCCC1,-6.47
1327,1641,3-pentanone,octanol,CCC(=O)CC,CCCCCCCCO,-4.36
2049,2657,3-fluoroanisole,octanol-water,COC1=CC(=CC=C1)F,CCCCCCCCO.O,-3.22
880,1130,acetophenone,hexadecane,CC(=O)C1=CC=CC=C1,CCCCCCCCCCCCCCCC,-6.14
2303,2973,"2,2,2-trifluoroethanol",water,C(C(F)(F)F)O,O,-77.5
623,853,p-hydroxybenzaldehyde,diisopropylether,C1=CC(=CC=C1C=O)O,CC(C)OC(C)C,-11.63
1787,2232,2-methoxyethanamine,water,COCCN,O,-6.55
262,399,nitromethane,chlorobenzene,C[N+](=O)[O-],C1=CC=C(C=C1)Cl,-4.32
1634,2061,n-octane,triethylamine,CCCCCCCC,CCN(CC)CC,-5.62
1438,1773,tetramethylsilane,octanol,C[Si](C)(C)C,CCCCCCCCO,-1.79
1969,2563,acetanilide,heptane-water,CC(=O)NC1=CC=CC=C1,CCCCCCC.O,1.8
1802,2247,2-chloropropane,water,CC(C)Cl,O,-0.25
640,870,nitromethane,dimethylformamide,C[N+](=O)[O-],CN(C)C=O,-5.66
2237,2890,4-methylpyridine,methanol,CC1=CC=NC=C1,CO,-58.1
1959,2547,4-methyl-g-butyrolactone,cyclohexane-water,CC1CCC(=O)O1,C1CCCCC1.O,2.37
488,653,ethylbenzene,decane,CCC1=CC=CC=C1,CCCCCCCCCC,-5.25
1843,2291,piperidine,water,C1CCNCC1,O,-5.11
1734,2169,4-heptanone,water,CCCC(=O)CCC,O,-2.93
146,187,ethanol,bromoform,CCO,C(Br)(Br)Br,-3.24
1534,1911,perfluorobenzene,perfluorobenzene,C1(=C(C(=C(C(=C1F)F)F)F)F)F,C1(=C(C(=C(C(=C1F)F)F)F)F)F,-4.42
1986,2582,4-fluorophenylurea,octanol-water,C1=CC(=CC=C1NC(=O)N)F,CCCCCCCCO.O,-1.42
1369,1691,m-hydroxybenzaldehyde,octanol,C1=CC(=CC(=C1)O)C=O,CCCCCCCCO,-11.39
2317,2987,isopropylamine,water,CC(C)N,O,-69.6
659,889,1-hexanol,dodecane,CCCCCCO,CCCCCCCCCCCC,-4.28
1794,2239,fluorobenzene,water,C1=CC=C(C=C1)F,O,-0.78
186,234,hexanoicacid,butanone,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,CCC(=O)C,-8.07
1147,1446,2-hexanone,mesitylene,CCCCC(=O)C,CC1=CC(=CC(=C1)C)C,-5.34
608,836,n-octane,diisopropylether,CCCCCCCC,CC(C)OC(C)C,-5.38
1930,2459,phthalimide,water,C1=CC=C2C(=C1)C(=O)NC2=O,O,-9.61
197,245,1-hexanol,butylacetate,CCCCCCO,CCCCCC(=O)[O-],-6.62
293,430,2-butanone,chloroform,CCC(=O)C,C(Cl)(Cl)Cl,-5.43
766,1014,ethylamine,heptane,CCN,CCCCCCC,-2.09
400,551,2-pentanone,cyclohexane,CCCC(=O)C,C1CCCCC1,-4.19
122,161,o-cresol,bromobenzene,CC1=CC=CC=C1O,C1=CC=C(C=C1)Br,-7.26
202,251,butylacetate,butylacetate,CCCCCC(=O)[O-],CCCCCC(=O)[O-],-5.52
835,1085,toluene,hexadecane,CC1=CC=CC=C1,CCCCCCCCCCCCCCCC,-4.54
1439,1774,methylhydrazine,octanol,CNN,CCCCCCCCO,-3.88
1733,2168,2-heptanone,water,CCCCCC(=O)C,O,-3.04
1695,2128,m-xylene,water,CC1=CC(=CC=C1)C,O,-0.84
1707,2140,1-pentanol,water,CCCCCO,O,-4.47
2344,3015,pyridine,water,C1=CC=NC=C1,O,-61.1
1153,1452,ethanol,methoxyethanol,CCO,COCCO,-4.71
1661,2093,ethane,water,CC,O,1.83
1759,2202,2-methylpyrazine,water,CC1=NC=CN=C1,O,-5.57
854,1104,o-cresol,hexadecane,CC1=CC=CC=C1O,CCCCCCCCCCCCCCCC,-5.78
1589,2007,acetone,toluene,CC(=O)C,CC1=CC=CC=C1,-3.59
641,871,"N,N-dimethylformamide",dimethylformamide,CN(C)C=O,CN(C)C=O,-6.47
1,27,toluene,acetonitrile,CC1=CC=CC=C1,CC#N,-4.68
2160,2793,thioacetamide,dimethylsulfoxide,CC(=S)N,CS(=O)C,-54.9
698,930,5-fluorouracil,ethylacetate,C1=C(C(=O)NC(=O)N1)F,CCOC(=O)C,-16.1
1636,2063,ethanol,triethylamine,CCO,CCN(CC)CC,-4.02
1291,1603,ethylbenzene,octanol,CCC1=CC=CC=C1,CCCCCCCCO,-5.08
2255,2915,"2,2,2-trifluoroethanol",water,C(C(F)(F)F)O,O,-68.0
1520,1893,aniline,pentanol,C1=CC=C(C=C1)N,CCCCCO,-6.44
1853,2304,isopropylether,water,CC(C)OC(C)C,O,-0.53
1136,1419,butanoicacid,isopropylbenzene,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,CC(C)C1=CC=CC=C1,-4.93
2287,2954,2-nitrophenol,water,C1=CC=C(C(=C1)[N+](=O)[O-])O,O,-60.1
1631,2058,aniline,tributylphosphate,C1=CC=C(C=C1)N,CCCCOP(=O)(OCCCC)OCCCC,-7.6
1998,2598,"1,2-benzodithiol-3-one",octanol-water,C1=CC=C2C(=C1)C(=O)SS2,CCCCCCCCO.O,-3.72
663,893,n-octane,ethanol,CCCCCCCC,CCO,-4.23
683,914,1-butanol,ethylacetate,CCCCO,CCOC(=O)C,-5.77
1257,1568,butylamine,octane,CCCCN,CCCCCCCC,-3.44
317,461,thiophenol,chloroform,C1=CC=C(C=C1)S,C(Cl)(Cl)Cl,-7.61
648,878,n-octane,dimethylsulfoxide,CCCCCCCC,CS(=O)C,-2.84
1434,1769,4-ethylpyridine,octanol,CCC1=CC=NC=C1,CCCCCCCCO,-7.8
1479,1823,2-iodopropane,octanol,CC(C)I,CCCCCCCCO,-4.4
709,941,1-heptanol,ethylbenzene,CCCCCCCO,CCC1=CC=CC=C1,-6.7
1282,1594,2-methylpropene,octanol,CC(=C)C,CCCCCCCCO,-2.03
1768,2211,acetonitrile,water,CC#N,O,-3.89
972,1237,nitromethane,hexadecane,C[N+](=O)[O-],CCCCCCCCCCCCCCCC,-2.58
1306,1618,1-hexanol,octanol,CCCCCCO,CCCCCCCCO,-7.06
1400,1722,"1-bromo-1-chloro-2,2,2-trifluoroethane",octanol,C(C(F)(F)F)(Cl)Br,CCCCCCCCO,-3.27
1408,1731,trimethylphosphate,octanol,COP(=O)(OC)OC,CCCCCCCCO,-7.81
1496,1862,2-heptanone,pentane,CCCCCC(=O)C,CCCCC,-5.4
2038,2643,N-benzyl-2-pyrrolidinone,octanol-water,C1CC(=O)N(C1)CC2=CC=CC=C2,CCCCCCCCO.O,-1.7
1529,1902,2-heptanone,perfluorobenzene,CCCCCC(=O)C,C1(=C(C(=C(C(=C1F)F)F)F)F)F,-6.15
1663,2095,n-butane,water,CCCC,O,2.08
1354,1674,propionitrile,octanol,CCC#N,CCCCCCCCO,-3.66
2308,2978,methanol,water,CO,O,-76.6
2348,3019,ammonia,water,N,O,-85.2
1643,2070,2-hexanone,trimethylbenzene,CCCCC(=O)C,CC1=C(C(=CC=C1)C)C,-5.39
1051,1332,propylamine,hexanol,CCCN,CCCCCCO,-4.83
795,1043,benzene,heptanol,C1=CC=CC=C1,CCCCCCCO,-3.73
1597,2017,hexanoicacid,toluene,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,CC1=CC=CC=C1,-6.97
1819,2264,bromobenzene,water,C1=CC=C(C=C1)Br,O,-1.46
1722,2157,propanal,water,CCC=O,O,-3.44
1183,1484,aniline,nitrobenzene,C1=CC=C(C=C1)N,C1=CC=C(C=C1)[N+](=O)[O-],-7.15
1059,1340,1-butanol,iodobenzene,CCCCO,C1=CC=C(C=C1)I,-4.05
540,764,n-octane,diethylether,CCCCCCCC,CCOCC,-5.62
1678,2110,ethene,water,C=C,O,1.27
1757,2200,dipropylamine,water,CCCNCCC,O,-3.66
1923,2450,hexachlorobenzene,water,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl,O,-2.33
95,133,4-methylaniline,benzene,CC1=CC=C(C=C1)N,C1=CC=CC=C1,-7.59
1020,1300,butylamine,hexane,CCCCN,CCCCCC,-3.62
563,787,acetaldehyde,diethylether,CC=O,CCOCC,-2.85
863,1113,"1,2-dimethoxyethane",hexadecane,COCCOC,CCCCCCCCCCCCCCCC,-3.63
1484,1850,n-pentane,pentane,CCCCC,CCCCC,-3.35
1881,2348,"3,5-dimethylpyridine",water,CC1=CC(=CN=C1)C,O,-4.84
1038,1318,nitromethane,hexane,C[N+](=O)[O-],CCCCCC,-2.9
206,255,water,butylacetate,O,CCCCCC(=O)[O-],-4.13
392,543,p-cresol,cyclohexane,CC1=CC=C(C=C1)O,C1CCCCC1,-5.89
870,1120,benzaldehyde,hexadecane,C1=CC=C(C=C1)C=O,CCCCCCCCCCCCCCCC,-5.44
397,548,benzaldehyde,cyclohexane,C1=CC=C(C=C1)C=O,C1CCCCC1,-5.71
2273,2937,benzylalcohol,water,C1=CC=C(C=C1)CO,O,-85.1
1028,1308,chloroform,hexane,C(Cl)(Cl)Cl,CCCCCC,-3.17
1485,1851,methanol,pentane,CO,CCCCC,-1.29
960,1223,2-octanone,hexadecane,CCCCCCC(=O)C,CCCCCCCCCCCCCCCC,-5.81
1570,1988,2-pentanone,tetralin,CCCC(=O)C,C1CCC2=CC=CC=C2C1,-3.99
1895,2366,uracil,water,C1=CNC(=O)NC1=O,O,-16.59
2146,2774,2-naphthol,dimethylsulfoxide,C1=CC=C2C=C(C=CC2=C1)O,CS(=O)C,-51.8
804,1053,butylamine,heptanol,CCCCN,CCCCCCCO,-5.4
1751,2194,piperazine,water,C1CNCCN1,O,-7.4
502,667,2-hexanone,decane,CCCCC(=O)C,CCCCCCCCCC,-4.61
779,1027,p-dibromobenzene,heptane,C1=CC(=CC=C1Br)Br,CCCCCCC,-7.55
1863,2315,hexachloroethane,water,C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl,O,-1.4
200,248,p-cresol,butylacetate,CC1=CC=C(C=C1)O,CCCCCC(=O)[O-],-9.28
2182,2816,acrylicacid,methanol,CC1=CC(=C(C=C1)OC)CCN,CO,-68.8
2088,2707,diethylamine,acetonitrile,CCNCC,CC#N,-67.5
2278,2942,4-methylphenol,water,CC1=CC=C(C=C1)O,O,-72.0
1796,2241,dichloromethane,water,C(Cl)Cl,O,-1.36
378,529,o-xylene,cyclohexane,CC1=CC=CC=C1C,C1CCCCC1,-5.54
418,575,N-methylaniline,cyclohexane,CNC1=CC=CC=C1,C1CCCCC1,-6.33
1698,2131,anthracene,water,C1=CC=C2C=C3C=CC=CC3=CC2=C1,O,-4.23
391,542,m-cresol,cyclohexane,CC1=CC(=CC=C1)O,C1CCCCC1,-5.2
1522,1895,ammonia,pentanol,N,CCCCCO,-3.13
1162,1461,"1,4-dioxane",methylenechloride,C1COCCO1,C(Cl)Cl,-5.33
1495,1861,"3,3-dimethylbutanone",pentane,CC(=O)C(C)(C)C,CCCCC,-4.43
2027,2631,hexamethyldisiloxane,octanol-water,C[Si](C)(C)O[Si](C)(C)C,CCCCCCCCO.O,-5.71
1152,1451,toluene,methoxyethanol,CC1=CC=CC=C1,COCCO,-4.49
1367,1689,2-methoxyethanol,octanol,COCCO,CCCCCCCCO,-5.83
64,99,dimethylamine,benzene,CNC,C1=CC=CC=C1,-3.01
2062,2670,methylphenylsulfoxide,octanol-water,CS(=O)C1=CC=CC=C1,CCCCCCCCO.O,-0.75
1180,1480,propanoicacid,nitrobenzene,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,C1=CC=C(C=C1)[N+](=O)[O-],-5.38
492,657,1-butanol,decane,CCCCO,CCCCCCCCCC,-3.77
379,530,m-xylene,cyclohexane,CC1=CC(=CC=C1)C,C1CCCCC1,-5.52
2235,2888,4-cyanopyridine,methanol,C1=CN=CC=C1C#N,CO,-72.1
763,1008,ethylacetate,heptane,CCOC(=O)C,CCCCCCC,-3.5
2264,2926,hexanoicacid,water,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,O,-74.6
791,1039,N-methyl-2-pyrrolidinone,heptane,CN1CCCC1=O,CCCCCCC,-5.8
1076,1358,butanoicacid,isobutanol,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,CC(C)CO,-7.62
878,1128,2-heptanone,hexadecane,CCCCCC(=O)C,CCCCCCCCCCCCCCCC,-5.13
337,483,2-ethylpyrazine,chloroform,CCC1=NC=CN=C1,C(Cl)(Cl)Cl,-7.72
1016,1293,propylacetate,hexane,CCCCC(=O)O,CCCCCC,-4.1
1275,1586,"2,2-dimethylpropane",octanol,CC(C)(C)C,CCCCCCCCO,-1.74
455,613,n-octane,cyclohexanone,CCCCCCCC,C1CCC(=O)CC1,-4.57
815,1064,2-methylpropane,hexadecane,CC(C)C,CCCCCCCCCCCCCCCC,-1.92
995,1269,p-xylene,hexane,CC1=CC=C(C=C1)C,CCCCCC,-5.01
1981,2577,4-methylacetanilide,octanol-water,CC1=CC=C(C=C1)NC(=O)C,CCCCCCCCO.O,-2.14
201,249,1-heptanol,butylacetate,CCCCCCCO,CCCCCC(=O)[O-],-7.14
161,205,toluene,butanol,CC1=CC=CC=C1,CCCCO,-4.5
1579,1997,ethanol,toluene,CCO,CC1=CC=CC=C1,-3.33
702,934,ethanol,ethylbenzene,CCO,CCC1=CC=CC=C1,-2.49
1500,1871,ethylamine,pentane,CCN,CCCCC,-2.18
1129,1412,acetone,isopropylbenzene,CC(=O)C,CC(C)C1=CC=CC=C1,-3.32
1021,1301,pyridine,hexane,C1=CC=NC=C1,CCCCCC,-3.81
1585,2003,o-cresol,toluene,CC1=CC=CC=C1O,CC1=CC=CC=C1,-7.43
1955,2543,trichloroacetamide,chloroform-water,C(=O)(C(Cl)(Cl)Cl)N,C(Cl)(Cl)Cl.O,-0.42
2253,2912,hydrofluoricacid,water,CC(C)OC1=C(C=C(C(=C1)NC(=O)C)Cl)Cl,O,-85.5
34,62,n-octane,benzene,CCCCCCCC,C1=CC=CC=C1,-5.35
775,1023,chlorobenzene,heptane,C1=CC=C(C=C1)Cl,CCCCCCC,-5.15
1478,1822,iodoethane,octanol,CCI,CCCCCCCCO,-3.45
1390,1712,bromoethane,octanol,CCBr,CCCCCCCCO,-2.9
2139,2766,dichloroaceticacid,dimethylsulfoxide,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC(=C2)C(=O)OC)C,CS(=O)C,-49.2
1363,1684,thiophenol,octanol,C1=CC=C(C=C1)S,CCCCCCCCO,-5.99
2041,2649,5-cyanouracil,octanol-water,C1=C(C(=O)NC(=O)N1)C#N,CCCCCCCCO.O,1.26
241,374,1-heptanol,chlorobenzene,CCCCCCCO,C1=CC=C(C=C1)Cl,-6.78
2061,2669,4-acetylpyridine,octanol-water,CC(=O)C1=CC=NC=C1,CCCCCCCCO.O,-0.65
600,828,benzamide,diethylether,C1=CC=C(C=C1)C(=O)N,CCOCC,-10.6
1297,1609,methanol,octanol,CO,CCCCCCCCO,-3.87
2214,2867,triethylamine,methanol,CCN(CC)CC,CO,-53.0
2068,2678,4-nitrophenol,acetonitrile,C1=CC(=CC=C1[N+](=O)[O-])O,CC#N,-45.0
646,876,2-butanone,dimethylpyridine,CCC(=O)C,CC1=C(N=CC=C1)C,-4.34
1528,1901,"3,3-dimethylbutanone",perfluorobenzene,CC(=O)C(C)(C)C,C1(=C(C(=C(C(=C1F)F)F)F)F)F,-5.26
1267,1578,ethane,octanol,CC,CCCCCCCCO,-0.64
1899,2370,5-bromouracil,water,C1=C(C(=O)NC(=O)N1)Br,O,-18.17
562,786,anisole,diethylether,COC1=CC=CC=C1,CCOCC,-5.71
189,237,naphthalene,butylacetate,C1=CC=C2C=CC=CC2=C1,CCCCCC(=O)[O-],-7.59
1806,2251,"E-1,2-dichloroethene",water,C(=C/Cl)\Cl,O,-0.76
975,1240,tetramethylsilane,hexadecane,C[Si](C)(C)C,CCCCCCCCCCCCCCCC,-2.92
2047,2655,N-(tetrahydro-2-oxo-3-thienyl)acetamide,octanol-water,CC(=O)NC1CCSC1=O,CCCCCCCCO.O,0.48
1082,1365,diethylamine,isobutanol,CCNCC,CC(C)CO,-4.86
474,639,butylamine,decalin,CCCCN,C1CCC2CCCCC2C1,-3.72
747,989,o-cresol,heptane,CC1=CC=CC=C1O,CCCCCCC,-6.01
2300,2969,chloroform,water,C(Cl)(Cl)Cl,O,-54.1
21,49,aniline,aniline,C1=CC=C(C=C1)N,C1=CC=C(C=C1)N,-7.61
459,617,2-butanone,cyclohexanone,CCC(=O)C,C1CCC(=O)CC1,-4.42
1184,1485,nitrobenzene,nitrobenzene,C1=CC=C(C=C1)[N+](=O)[O-],C1=CC=C(C=C1)[N+](=O)[O-],-7.94
2324,2994,diallylamine,water,C=CCNCC=C,O,-61.6
955,1217,water,hexadecane,O,CCCCCCCCCCCCCCCC,-0.35
1215,1516,2-heptanone,nonane,CCCCCC(=O)C,CCCCCCCCC,-5.24
1515,1888,hexanoicacid,pentanol,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,CCCCCO,-8.99
769,1017,pyridine,heptane,C1=CC=NC=C1,CCCCCCC,-4.28
1685,2118,1-hexene,water,CCCCC=C,O,1.68
130,171,ethylamine,bromobenzene,CCN,C1=CC=C(C=C1)Br,-2.73
2135,2761,acetamide,dimethylsulfoxide,CC(=O)N,CS(=O)C,-58.0
1482,1846,butylacetate,pentadecane,CCCCCC(=O)[O-],CCCCCCCCCCCCCCC,-4.49
330,475,water,chloroform,O,C(Cl)(Cl)Cl,-2.05
1238,1544,1-butanol,octane,CCCCO,CCCCCCCC,-3.69
466,625,m-cresol,decalin,CC1=CC(=CC=C1)O,C1CCC2CCCCC2C1,-5.11
2169,2802,phenylmalononitrile,dimethylsulfoxide,C1=CC=C(C=C1)C(C#N)C#N,CS(=O)C,-41.0
1638,2065,2-butanone,triethylamine,CCC(=O)C,CCN(CC)CC,-3.86
1095,1378,benzene,isooctane,C1=CC=CC=C1,CC(C)CC(C)(C)C,-4.01
1130,1413,2-butanone,isopropylbenzene,CCC(=O)C,CC(C)C1=CC=CC=C1,-4.02
1294,1606,p-xylene,octanol,CC1=CC=C(C=C1)C,CCCCCCCCO,-5.19
860,1110,tetrahydrofuran,hexadecane,C1CCOC1,CCCCCCCCCCCCCCCC,-3.6
