Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
2-heptanone;hexadecane;CCCCCC(=O)C;CCCCCCCCCCCCCCCC;-5.13
propanoicacid;4methyl2pentanone;CCC(=O)O;CC(C)CC(=O)C;-6.85
4-methylaniline;water;CC1=CC=C(C=C1)N;O;-5.55
anisole;carbontet;COC1=CC=CC=C1;C(Cl)(Cl)(Cl)Cl;-5.49
octanal;hexadecane;CCCCCCCC=O;CCCCCCCCCCCCCCCC;-5.98
1-propanol;heptane;CCCO;CCCCCCC;-3.01
p-hydroxybenzaldehyde;cyclohexane;C1=CC(=CC=C1C=O)O;C1CCCCC1;-7.19
ammonia;carbontet;N;C(Cl)(Cl)(Cl)Cl;-1.06
propylamine;hexadecane;CCCN;CCCCCCCCCCCCCCCC;-2.92
pentanoicacid;hexadecane;CCCCC(=O)O;CCCCCCCCCCCCCCCC;-4.61
propylacetate;octane;CCCOC(=O)C;CCCCCCCC;-4.09
N-ethylaniline;water;CCNC1=CC=CC=C1;O;-4.62
propylacetate;carbondisulfide;CCCOC(=O)C;C(=S)=S;-4.63
urea;chloroform;C(=O)(N)N;C(Cl)(Cl)Cl;-8.56
trimethylamine;chlorobenzene;CN(C)C;C1=CC=C(C=C1)Cl;-2.82
methylacetate;decalin;CC(=O)OC;C1CCC2CCCCC2C1;-2.9
(RS)-2-sec-butyl-4,6-dinitrophenol(dinoseb);water;CCC(C)C1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-];O;-6.2
2-methylpyrazine;chloroform;CC1=NC=CN=C1;C(Cl)(Cl)Cl;-6.99
acetonitrile;diethylether;CC#N;CCOCC;-3.59
ethylphenylether;cyclohexane;CCOC1=CC=CC=C1;C1CCCCC1;-6.0
ethanol;ethanol;CCO;CCO;-5.04
ethylacetate;dichloroethane;CCOC(=O)C;CC(Cl)Cl;-4.93
nitrobenzene;hexane;C1=CC=C(C=C1)[N+](=O)[O-];CCCCCC;-6.09
ketoprofen(racemic);water;CC(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)O;O;-10.78
3-chloropropene;hexadecane;C=CCCl;CCCCCCCCCCCCCCCC;-2.88
hexanoicacid;hexadecane;CCCCCC(=O)O;CCCCCCCCCCCCCCCC;-5.35
triethylphosphate;octanol;CCOP(=O)(OCC)OCC;CCCCCCCCO;-8.88
aceticacid;toluene;CC(=O)O;CC1=CC=CC=C1;-4.0
anthracene;hexadecane;C1=CC=C2C=C3C=CC=CC3=CC2=C1;CCCCCCCCCCCCCCCC;-10.32
benzonitrile;carbontet;C1=CC=C(C=C1)C#N;C(Cl)(Cl)(Cl)Cl;-6.28
2-butanone;diethylether;CCC(=O)C;CCOCC;-4.09
butylamine;dichloroethane;CCCCN;CC(Cl)Cl;-4.34
2-butanone;heptane;CCC(=O)C;CCCCCCC;-3.36
