,Solute,Solvent,SoluteSMILES,SolventSMILES,DeltaGsolv
2557,methylurea,diethylether-water,CNC(=O)N,CCOCC.O,3.97
2558,ethylurea,diethylether-water,CCNC(=O)N,CCOCC.O,3.25
2560,chloroacetamide,diethylether-water,C(C(=O)N)Cl,CCOCC.O,1.4
2561,trichloroacetamide,diethylether-water,C(=O)(C(Cl)(Cl)Cl)N,CCOCC.O,-1.47
2563,acetanilide,heptane-water,CC(=O)NC1=CC=CC=C1,CCCCCCC.O,1.8
2564,phenylurea,heptane-water,C1=CC=C(C=C1)NC(=O)N,CCCCCCC.O,4.31
2565,isoquinoline,heptane-water,C1=CC=C2C=NC=CC2=C1,CCCCCCC.O,-1.38
2567,"N,N-diethylacetamide",heptane-water,CCN(CC)C(=O)C,CCCCCCC.O,2.05
2568,trichloroacetamide,heptane-water,C(=O)(C(Cl)(Cl)Cl)N,CCCCCCC.O,1.21
2569,acetanilide,hexane-water,CC(=O)NC1=CC=CC=C1,CCCCCC.O,1.35
2571,acetanilide,octanol-water,CC(=O)NC1=CC=CC=C1,CCCCCCCCO.O,-1.58
2572,p-cyanoacetanilide,octanol-water,CC(=O)NC1=CC=C(C=C1)C#N,CCCCCCCCO.O,-1.87
2573,4-bromoacetanilide,octanol-water,CC(=O)NC1=CC=C(C=C1)Br,CCCCCCCCO.O,-2.88
2574,4-fluoroacetanilide,octanol-water,CC(=O)NC1=CC=C(C=C1)F,CCCCCCCCO.O,-1.88
2575,3-fluoroacetanilide,octanol-water,CC(=O)NC1=CC(=CC=C1)F,CCCCCCCCO.O,-2.14
2576,"2,6-difluoroacetanilide",octanol-water,CC(=O)NC1=C(C=CC=C1F)F,CCCCCCCCO.O,-0.94
2577,4-methylacetanilide,octanol-water,CC1=CC=C(C=C1)NC(=O)C,CCCCCCCCO.O,-2.14
2578,3-methylacetanilide,octanol-water,CC1=CC(=CC=C1)NC(=O)C,CCCCCCCCO.O,-2.14
2579,3-trifluoromethylacetanilide,octanol-water,CC(=O)NC1=CC=CC(=C1)C(F)(F)F,CCCCCCCCO.O,-3.25
2580,phenylurea,octanol-water,C1=CC=C(C=C1)NC(=O)N,CCCCCCCCO.O,-1.13
2581,3-fluorophenylurea,octanol-water,C1=CC(=CC(=C1)F)NC(=O)N,CCCCCCCCO.O,-1.76
2582,4-fluorophenylurea,octanol-water,C1=CC(=CC=C1NC(=O)N)F,CCCCCCCCO.O,-1.42
2584,4-chlorophenylurea,octanol-water,C1=CC(=CC=C1NC(=O)N)Cl,CCCCCCCCO.O,-2.45
2585,3-bromophenylurea,octanol-water,C1=CC(=CC(=C1)Br)NC(=O)N,CCCCCCCCO.O,-2.84
2586,4-bromophenylurea,octanol-water,C1=CC(=CC=C1NC(=O)N)Br,CCCCCCCCO.O,-2.7
2590,3-trifluoromethylphenylurea,octanol-water,C1=CC(=CC(=C1)NC(=O)N)C(F)(F)F,CCCCCCCCO.O,-3.15
2591,"1,2-dithiol-3-one",octanol-water,C1=CSSC1=O,CCCCCCCCO.O,-1.13
2592,"4-methyl-1,2-dithiol-3-one",octanol-water,CC1=CSSC1=O,CCCCCCCCO.O,-1.81
2593,"5-methyl-1,2-dithiol-3-one",octanol-water,CC1=CC(=O)SS1,CCCCCCCCO.O,-1.72
2594,"4,5-dimethyl-1,2-dithiol-3-one",octanol-water,CC1=C(SSC1=O)C,CCCCCCCCO.O,-2.36
2595,"4-phenyl-1,2-dithiol-3-one",octanol-water,C1=CC=C(C=C1)C2=CSSC2=O,CCCCCCCCO.O,-3.6
2596,"5-methyl-4-phenyl-1,2-dithiol-3-one",octanol-water,CC1=C(C(=O)SS1)C2=CC=CC=C2,CCCCCCCCO.O,-4
2597,"5-phenyl-1,2-dithiol-3-one",octanol-water,C1=CC=C(C=C1)C2=CC(=O)SS2,CCCCCCCCO.O,-4.11
2598,"1,2-benzodithiol-3-one",octanol-water,C1=CC=C2C(=C1)C(=O)SS2,CCCCCCCCO.O,-3.72
2599,"2,5-dimethylpyrrole",octanol-water,CC1=CC=C(N1)C,CCCCCCCCO.O,-2
2600,N-methylpyrrole,octanol-water,CN1C=CC=C1,CCCCCCCCO.O,-1.65
2601,4-aminopyridine,octanol-water,C1=CN=CC=C1N,CCCCCCCCO.O,-0.41
2602,4-bromopyridine,octanol-water,C1=CN=CC=C1Br,CCCCCCCCO.O,-2.1
2603,4-nitropyridine,octanol-water,C1=CN=CC=C1[N+](=O)[O-],CCCCCCCCO.O,-0.45
2604,2-cyanopyrrole,octanol-water,C1=CNC(=C1)C#N,CCCCCCCCO.O,-1.54
2605,4-(2-hydroxyethyl)pyridine,octanol-water,C1=CN=CC=C1CCO,CCCCCCCCO.O,-0.14
2606,4-(hydroxymethyl)pyridine,octanol-water,C1=CN=CC=C1CO,CCCCCCCCO.O,-0.08
2607,N-phenylpyrrole,octanol-water,C1=CC=C(C=C1)N2C=CC=C2,CCCCCCCCO.O,-4.2
2608,isoquinoline,octanol-water,C1=CC=C2C=NC=CC2=C1,CCCCCCCCO.O,-2.84
2609,dimethylphenylphosphine,octanol-water,CP(C)C1=CC=CC=C1,CCCCCCCCO.O,-3.5
2610,"1,2-dithiol-3-thione",octanol-water,C1=CSSC1=S,CCCCCCCCO.O,-2.25
2611,"5-methyl-1,2-dithiol-3-thione",octanol-water,CC1=CC(=S)SS1,CCCCCCCCO.O,-2.55
2613,"4,5-dimethyl-1,2-dithiol-3-thione",octanol-water,CC1=C(SSC1=S)C,CCCCCCCCO.O,-3.34
2617,"5-phenyl-1,2-dithiol-3-thione",octanol-water,C1=CC=C(C=C1)C2=CC(=S)SS2,CCCCCCCCO.O,-5.01
2618,"1,2-benzodithiole-3-thione",octanol-water,C1=CC=C2C(=C1)C(=S)SS2,CCCCCCCCO.O,-4.87
2619,benzyltrimethylsilane,octanol-water,C[Si](C)(C)CC1=CC=CC=C1,CCCCCCCCO.O,-5.62
2620,decamethyltetrasiloxane,octanol-water,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,CCCCCCCCO.O,-7.34
2621,diphenyldiethoxysilane,octanol-water,CCO[Si](C1=CC=CC=C1)(C2=CC=CC=C2)OCC,CCCCCCCCO.O,-6.69
2622,4-trimethylsilylphenol,octanol-water,C[Si](C)(C)C1=CC=C(C=C1)O,CCCCCCCCO.O,-5.22
2623,octamethyltrisiloxane,octanol-water,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,CCCCCCCCO.O,-6.53
2624,butyltrimethylsilane,octanol-water,CCCC[Si](C)(C)C,CCCCCCCCO.O,-5.71
2625,propyltrimethylsilane,octanol-water,CCC[Si](C)(C)C,CCCCCCCCO.O,-5.22
2626,dimethylphenylsilane,octanol-water,C[Si](C)C1=CC=CC=C1,CCCCCCCCO.O,-5.43
2627,butyldimethylsilane,octanol-water,CCCC[SiH](C)C,CCCCCCCCO.O,-4.86
2628,dimethylpropylsilane,octanol-water,CCC[Si](C)C,CCCCCCCCO.O,-4.38
2629,phenyltrimethylsilane,octanol-water,C[Si](C)(C)C1=CC=CC=C1,CCCCCCCCO.O,-6.42
2630,triethoxyphenylsilane,octanol-water,CCO[Si](C1=CC=CC=C1)(OCC)OCC,CCCCCCCCO.O,-4.07
2631,hexamethyldisiloxane,octanol-water,C[Si](C)(C)O[Si](C)(C)C,CCCCCCCCO.O,-5.71
2632,trifluoroacetamide,octanol-water,C(=O)(C(F)(F)F)N,CCCCCCCCO.O,-0.16
2633,4-methyl-g-butyrolactone,octanol-water,CC1CCC(=O)O1,CCCCCCCCO.O,0.48
2635,"N,N-diethylacetamide",octanol-water,CCN(CC)C(=O)C,CCCCCCCCO.O,-0.46
2636,phenylacetamide,octanol-water,C1=CC=C(C=C1)CC(=O)N,CCCCCCCCO.O,-0.61
2637,methylurea,octanol-water,CNC(=O)N,CCCCCCCCO.O,1.9
2638,tetramethylurea,octanol-water,CN(C)C(=O)N(C)C,CCCCCCCCO.O,-0.26
2639,ethylurea,octanol-water,CCNC(=O)N,CCCCCCCCO.O,1.01
2640,n-butylurea,octanol-water,CCCCNC(=O)N,CCCCCCCCO.O,-0.56
2641,3-methylphenylurea,octanol-water,CC1=CC(=CC=C1)NC(=O)N,CCCCCCCCO.O,-1.75
2642,N-vinyl-2-pyrrolidinone,octanol-water,C=CN1CCCC1=O,CCCCCCCCO.O,-0.5
2643,N-benzyl-2-pyrrolidinone,octanol-water,C1CC(=O)N(C1)CC2=CC=CC=C2,CCCCCCCCO.O,-1.7
2644,2-piperidinone,octanol-water,C1CCNC(=O)C1,CCCCCCCCO.O,0.63
2646,1-methyluracil,octanol-water,CN1C=CC(=O)NC1=O,CCCCCCCCO.O,1.36
2649,5-cyanouracil,octanol-water,C1=C(C(=O)NC(=O)N1)C#N,CCCCCCCCO.O,1.26
2650,fluoroacetamide,octanol-water,C(C(=O)N)F,CCCCCCCCO.O,1.43
2651,chloroacetamide,octanol-water,C(C(=O)N)Cl,CCCCCCCCO.O,0.72
2652,trichloroacetamide,octanol-water,C(=O)(C(Cl)(Cl)Cl)N,CCCCCCCCO.O,-1.41
2653,bromoacetamide,octanol-water,C(C(=O)N)Br,CCCCCCCCO.O,0.71
2654,3-methylthiophenylurea,octanol-water,CSC1=CC=CC(=C1)NC(=O)N,CCCCCCCCO.O,-2.14
2655,N-(tetrahydro-2-oxo-3-thienyl)acetamide,octanol-water,CC(=O)NC1CCSC1=O,CCCCCCCCO.O,0.48
2656,2-fluoroanisole,octanol-water,COC1=CC=CC=C1F,CCCCCCCCO.O,-2.92
2657,3-fluoroanisole,octanol-water,COC1=CC(=CC=C1)F,CCCCCCCCO.O,-3.22
2658,4-fluoroanisole,octanol-water,COC1=CC=C(C=C1)F,CCCCCCCCO.O,-3.08
2659,2-chloroanisole,octanol-water,COC1=CC=CC=C1Cl,CCCCCCCCO.O,-3.66
2660,3-chloroanisole,octanol-water,COC1=CC(=CC=C1)Cl,CCCCCCCCO.O,-4.07
2661,4-chloroanisole,octanol-water,COC1=CC=C(C=C1)Cl,CCCCCCCCO.O,-3.79
2662,pentachloroanisole,octanol-water,COC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,CCCCCCCCO.O,-7.43
2663,2-bromoanisole,octanol-water,COC1=CC=CC=C1Br,CCCCCCCCO.O,-3.9
2664,3-bromoanisole,octanol-water,COC1=CC(=CC=C1)Br,CCCCCCCCO.O,-4.41
2665,4-bromoanisole,octanol-water,COC1=CC=C(C=C1)Br,CCCCCCCCO.O,-4.3
2666,"2,6-difluoropyridine",octanol-water,C1=CC(=NC(=C1)F)F,CCCCCCCCO.O,-1.6
2667,cinnoline,octanol-water,C1=CC=C2C(=C1)C=CN=N2,CCCCCCCCO.O,-1.27
2668,4-cyanopyridine,octanol-water,C1=CN=CC=C1C#N,CCCCCCCCO.O,-0.63
2669,4-acetylpyridine,octanol-water,CC(=O)C1=CC=NC=C1,CCCCCCCCO.O,-0.65
2670,methylphenylsulfoxide,octanol-water,CS(=O)C1=CC=CC=C1,CCCCCCCCO.O,-0.75
2671,methylphenylsulfone,octanol-water,CS(=O)(=O)C1=CC=CC=C1,CCCCCCCCO.O,-0.68
2672,biphenyl,octanol-water,C1=CC=C(C=C1)C2=CC=CC=C2,CCCCCCCCO.O,-5.43
2673,9h-fluorene,octanol-water,C1C2=CC=CC=C2C3=CC=CC=C31,CCCCCCCCO.O,-5.7
2676,phenol,acetonitrile,C1=CC=C(C=C1)O,CC#N,-55.1
2677,3-nitrophenol,acetonitrile,C1=CC(=CC(=C1)O)[N+](=O)[O-],CC#N,-46.7
2678,4-nitrophenol,acetonitrile,C1=CC(=CC=C1[N+](=O)[O-])O,CC#N,-45
2680,hydrobromicacid,acetonitrile,C(C(C(=O)O)O)N,CC#N,-59.3
2682,dichloroaceticacid,acetonitrile,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC(=C2)C(=O)OC)C,CC#N,-51.2
2683,"2,4,6-trimethylbenzoicacid",acetonitrile,CC1=CC(=C(C(=C1)C)C(=O)O)C,CC#N,-54.4
2684,"2,4-dinitrophenol",acetonitrile,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,CC#N,-36
2687,2-nitrobenzoicacid,acetonitrile,C1=CC=C(C(=C1)C(=O)O)[N+](=O)[O-],CC#N,-51.9
2688,"3,4,5-trichlorophenol",acetonitrile,C1=C(C=C(C(=C1Cl)Cl)Cl)O,CC#N,-43.8
2690,3-chlorophenol,acetonitrile,C1=CC(=CC(=C1)Cl)O,CC#N,-50.6
2692,3-trifluoromethylphenol,acetonitrile,C1=CC(=CC(=C1)O)C(F)(F)F,CC#N,-46.9
2693,4-cyanophenol,acetonitrile,C1=CC(=CC=C1C#N)O,CC#N,-46.5
2694,4-hydroxybenzoicacid,acetonitrile,C1=CC(=CC=C1C(=O)O)O,CC#N,-53.8
2695,4-nitrobenzoicacid,acetonitrile,C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CC#N,-48
2696,benzenesulfonamide,acetonitrile,C1=CC=C(C=C1)S(=O)(=O)N,CC#N,-55.4
2697,butanoicacid,acetonitrile,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,CC#N,-56.7
2698,cyanoaceticacid,acetonitrile,C(C#N)C(=O)O,CC#N,-50.8
2700,glycolicacid,acetonitrile,C(C(=O)O)O,CC#N,-54.7
2703,trifluoroaceticacid,acetonitrile,C(=O)(C(F)(F)F)O,CC#N,-45.6
2704,methylamine,acetonitrile,CN,CC#N,-80.2
2705,n-propylamine,acetonitrile,CCCN,CC#N,-75.7
2706,tert-butylamine,acetonitrile,CC(C)(C)N,CC#N,-70.9
2707,diethylamine,acetonitrile,CCNCC,CC#N,-67.5
2708,trimethylamine,acetonitrile,CN(C)C,CC#N,-66.1
2709,triethylamine,acetonitrile,CCN(CC)CC,CC#N,-59.8
2710,tri-n-propylamine,acetonitrile,CCCN(CCC)CCC,CC#N,-57.9
2711,aniline,acetonitrile,C1=CC=C(C=C1)N,CC#N,-76.8
2712,4-methylaniline,acetonitrile,CC1=CC=C(C=C1)N,CC#N,-74.4
2713,pyrrolidine,acetonitrile,C1CCNC1,CC#N,-71
2714,piperidine,acetonitrile,C1CCNCC1,CC#N,-69.2
2715,pyridine,acetonitrile,C1=CC=NC=C1,CC#N,-66.7
2716,ammonia,acetonitrile,N,CC#N,-89.3
2717,hydrazine,acetonitrile,NN,CC#N,-87.7
2718,methanol,acetonitrile,CO,CC#N,-92.1
2719,diethylether,acetonitrile,CCOCC,CC#N,-71
2720,acetone,acetonitrile,CC(=O)C,CC#N,-77.5
2721,acetophenone,acetonitrile,CC(=O)C1=CC=CC=C1,CC#N,-69.2
2722,morpholine,acetonitrile,C1COCCN1,CC#N,-74.1
2723,benzamide,acetonitrile,C1=CC=C(C=C1)C(=O)N,CC#N,-69.7
2724,dimethylsulfoxide,acetonitrile,CS(=O)C,CC#N,-73.5
2725,"2,4-dimethylpyridine",acetonitrile,CC1=CC(=NC=C1)C,CC#N,-61.9
2729,benzylamine,acetonitrile,C1=CC=C(C=C1)CN,CC#N,-78.2
2730,diisobutylamine,acetonitrile,CC(C)CNCC(C)C,CC#N,-65.4
2731,di-n-butylamine,acetonitrile,CCCCNCCCC,CC#N,-64.8
2732,ethylamine,acetonitrile,CCN,CC#N,-76.8
2734,isobutylamine,acetonitrile,CC(C)CN,CC#N,-73.5
2735,methoxybenzene,acetonitrile,COC1=CC=CC=C1,CC#N,-70.4
2736,n-butanol,acetonitrile,CCCCO,CC#N,-85.2
2737,n-butylamine,acetonitrile,CCCCN,CC#N,-75.7
2738,phenol,acetonitrile,C1=CC=C(C=C1)O,CC#N,-78.1
2739,t-butanol,acetonitrile,CC(C)(C)O,CC#N,-82.4
2740,tetrahydrofuran,acetonitrile,C1CCOC1,CC#N,-74.7
2741,thioacetamide,acetonitrile,CC(=S)N,CC#N,-73.6
2742,tri-n-butylamine,acetonitrile,CCCCN(CCCC)CCCC,CC#N,-57.4
2743,acetonitrile,dimethylsulfoxide,CC#N,CS(=O)C,-54.9
2744,cyanamide,dimethylsulfoxide,C(#N)N,CS(=O)C,-59.5
2745,aniline,dimethylsulfoxide,C1=CC=C(C=C1)N,CS(=O)C,-52.9
2746,diphenylamine,dimethylsulfoxide,C1=CC=C(C=C1)NC2=CC=CC=C2,CS(=O)C,-47.7
2750,methanol,dimethylsulfoxide,CO,CS(=O)C,-67.6
2751,ethanol,dimethylsulfoxide,CCO,CS(=O)C,-64.6
2752,isopropanol,dimethylsulfoxide,CC(C)O,CS(=O)C,-60
2753,t-butanol,dimethylsulfoxide,CC(C)(C)O,CS(=O)C,-56.1
2754,phenol,dimethylsulfoxide,C1=CC=C(C=C1)O,CS(=O)C,-54.2
2755,acetone,dimethylsulfoxide,CC(=O)C,CS(=O)C,-60.4
2756,3-pentanone,dimethylsulfoxide,CCC(=O)CC,CS(=O)C,-59
2757,water,dimethylsulfoxide,O,CS(=O)C,-77
2758,4-nitrophenol,dimethylsulfoxide,C1=CC(=CC=C1[N+](=O)[O-])O,CS(=O)C,-45.4
2759,nitromethane,dimethylsulfoxide,C[N+](=O)[O-],CS(=O)C,-61.3
2760,4-nitroaniline,dimethylsulfoxide,C1=CC(=CC=C1N)[N+](=O)[O-],CS(=O)C,-47.4
2761,acetamide,dimethylsulfoxide,CC(=O)N,CS(=O)C,-58
2762,thiophenol,dimethylsulfoxide,C1=CC=C(C=C1)S,CS(=O)C,-53.8
2763,dimethylsulfoxide,dimethylsulfoxide,CS(=O)C,CS(=O)C,-55.4
2765,hydrobromicacid,dimethylsulfoxide,C(C(C(=O)O)O)N,CS(=O)C,-57.8
2766,dichloroaceticacid,dimethylsulfoxide,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC(=C2)C(=O)OC)C,CS(=O)C,-49.2
2767,"2,2,2-trifluoroethanol",dimethylsulfoxide,C(C(F)(F)F)O,CS(=O)C,-56.1
2768,"1,2,3-triazole",dimethylsulfoxide,C1=NNN=C1,CS(=O)C,-56.7
2769,"1,2,4-triazole",dimethylsulfoxide,C1=NC=NN1,CS(=O)C,-57.2
2770,"2,4-dinitrophenol",dimethylsulfoxide,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,CS(=O)C,-38
2772,2-indanone,dimethylsulfoxide,C1C(=O)CC2=CC=CC=C21,CS(=O)C,-58.7
2773,2-methoxyacetamide,dimethylsulfoxide,COCC(=O)N,CS(=O)C,-59.5
2774,2-naphthol,dimethylsulfoxide,C1=CC=C2C=C(C=CC2=C1)O,CS(=O)C,-51.8
2775,2-nitrobenzoicacid,dimethylsulfoxide,C1=CC=C(C(=C1)C(=O)O)[N+](=O)[O-],CS(=O)C,-52.6
2776,2-nitropropane,dimethylsulfoxide,CC(C)[N+](=O)[O-],CS(=O)C,-59.9
2779,3-aminopyridine,dimethylsulfoxide,C1=CC(=CN=C1)N,CS(=O)C,-51.5
2782,4-aminopyridine,dimethylsulfoxide,C1=CN=CC=C1N,CS(=O)C,-51.3
2783,4-chlorobenzoicacid,dimethylsulfoxide,C1=CC=C(C=C1)OC2=C(C=C(C=C2S(=O)(=O)N)C(=O)O)[N+](=O)[O-],CS(=O)C,-52.6
2784,4-nitrobenzoicacid,dimethylsulfoxide,C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CS(=O)C,-48.2
2785,adenine,dimethylsulfoxide,C1=NC2=NC=NC(=C2N1)N,CS(=O)C,-56.4
2786,benzamide,dimethylsulfoxide,C1=CC=C(C=C1)C(=O)N,CS(=O)C,-55.6
2787,benzeneacetamide,dimethylsulfoxide,C1=CC=C(C=C1)CC(=O)N,CS(=O)C,-54
2788,benzenesulfonamide,dimethylsulfoxide,C1=CC=C(C=C1)S(=O)(=O)N,CS(=O)C,-54.6
2790,carbazole,dimethylsulfoxide,C1=CC=C2C(=C1)C3=CC=CC=C3N2,CS(=O)C,-49.9
2791,cyclopentadiene,dimethylsulfoxide,C1C=CC=C1,CS(=O)C,-56.1
2792,dimethylsulfone,dimethylsulfoxide,CS(=O)(=O)C,CS(=O)C,-56.9
2793,thioacetamide,dimethylsulfoxide,CC(=S)N,CS(=O)C,-54.9
2794,formamide,dimethylsulfoxide,C(=O)N,CS(=O)C,-57.6
2795,imidazole,dimethylsulfoxide,C1=CN=CN1,CS(=O)C,-56.7
2796,malononitrile,dimethylsulfoxide,C(C#N)C#N,CS(=O)C,-46
2797,methanesulfonamide,dimethylsulfoxide,CS(=O)(=O)N,CS(=O)C,-57.5
2798,n-butanethiol,dimethylsulfoxide,CCCCS,CS(=O)C,-55.7
2799,nitrousacid,dimethylsulfoxide,N(=O)O,CS(=O)C,-54.5
2800,p-cresol,dimethylsulfoxide,CC1=CC=C(C=C1)O,CS(=O)C,-53.9
2801,phenylacetylene,dimethylsulfoxide,C#CC1=CC=CC=C1,CS(=O)C,-56.4
2802,phenylmalononitrile,dimethylsulfoxide,C1=CC=C(C=C1)C(C#N)C#N,CS(=O)C,-41
2803,pyrazole,dimethylsulfoxide,C1=CNN=C1,CS(=O)C,-54.2
2804,succinimide,dimethylsulfoxide,C1CC(=O)NC1=O,CS(=O)C,-58.6
2805,tetrazole,dimethylsulfoxide,C1=NNN=N1,CS(=O)C,-54.5
2806,trifluoroacetamide,dimethylsulfoxide,C(=O)(C(F)(F)F)N,CS(=O)C,-49.2
2807,trifluoroaceticacid,dimethylsulfoxide,C(=O)(C(F)(F)F)O,CS(=O)C,-45
2808,urea,dimethylsulfoxide,C(=O)(N)N,CS(=O)C,-58.9
2809,cyanoacetophenone,dimethylsulfoxide,C1=CC=C(C=C1)C(=O)CC#N,CS(=O)C,-52.9
2810,methylamine,dimethylsulfoxide,CN,CS(=O)C,-82.4
2811,aniline,dimethylsulfoxide,C1=CC=C(C=C1)N,CS(=O)C,-79.8
2812,pyridine,dimethylsulfoxide,C1=CC=NC=C1,CS(=O)C,-67.2
2813,ammonia,dimethylsulfoxide,N,CS(=O)C,-93.9
2815,propanoicacid,methanol,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,CO,-72
2816,acrylicacid,methanol,CC1=CC(=C(C=C1)OC)CCN,CO,-68.8
2818,phenol,methanol,C1=CC=C(C=C1)O,CO,-69.3
2819,2-methoxyphenol,methanol,COC1=CC=CC=C1O,CO,-70
2820,3-nitrophenol,methanol,C1=CC(=CC(=C1)O)[N+](=O)[O-],CO,-58.9
2821,4-nitrophenol,methanol,C1=CC(=CC=C1[N+](=O)[O-])O,CO,-54.1
2823,hydrobromicacid,methanol,C(C(C(=O)O)O)N,CO,-65.8
2825,dichloroaceticacid,methanol,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC(=C2)C(=O)OC)C,CO,-59.3
2826,2-chlorophenol,methanol,C1=CC=C(C(=C1)O)Cl,CO,-64.2
2827,"2,4-dinitrophenol",methanol,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,CO,-43.9
2830,2-fluorophenol,methanol,C1=CC=C(C(=C1)O)F,CO,-66
2832,2-nitrobenzoicacid,methanol,C1=CC=C(C(=C1)C(=O)O)[N+](=O)[O-],CO,-62.2
2833,2-t-butylphenol,methanol,CC(C)(C)C1=CC=CC=C1O,CO,-61.6
2836,3-chlorophenol,methanol,C1=CC(=CC(=C1)Cl)O,CO,-64
2837,3-cyanobenzoicacid,methanol,C1=CC(=CC(=C1)C(=O)O)C#N,CO,-59
2842,4-aminobenzoicacid,methanol,C1=CC(=CC=C1C(=O)[O-])N,CO,-73.1
2843,4-chlorobenzoicacid,methanol,C1=CC=C(C=C1)OC2=C(C=C(C=C2S(=O)(=O)N)C(=O)O)[N+](=O)[O-],CO,-63.9
2845,4-formylphenol,methanol,C1=CC(=CC=C1C=O)O,CO,-59.2
2846,4-hydroxybenzoicacid,methanol,C1=CC(=CC=C1C(=O)O)O,CO,-65.7
2847,4-methoxybenzoicacid,methanol,C1=CC2=C(C=C1[N+](=O)[O-])C(=CN2)C#N,CO,-69
2849,4-nitrobenzoicacid,methanol,C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],CO,-58.2
2851,4-t-butylphenol,methanol,CC(C)(C)C1=CC=C(C=C1)O,CO,-68
2852,bromoaceticacid,methanol,CCOC=O,CO,-63
2853,butanoicacid,methanol,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,CO,-71.4
2854,cyanoaceticacid,methanol,C(C#N)C(=O)O,CO,-61.7
2857,cyclopropanecarboxylicacid,methanol,C1CC1C(=O)O,CO,-71.7
2859,glycolicacid,methanol,C(C(=O)O)O,CO,-66.6
2860,m-cresol,methanol,CC1=CC(=CC=C1)O,CO,-69.8
2861,o-cresol,methanol,CC1=CC=CC=C1O,CO,-68.1
2862,p-cresol,methanol,CC1=CC=C(C=C1)O,CO,-70.2
2863,phenylaceticacid,methanol,C1=CC(=CC=C1C(C(CO)N)O)[N+](=O)[O-],CO,-69.5
2865,methylamine,methanol,CN,CO,-74.3
2866,trimethylamine,methanol,CN(C)C,CO,-59.5
2867,triethylamine,methanol,CCN(CC)CC,CO,-53
2868,aniline,methanol,C1=CC=C(C=C1)N,CO,-74.1
2869,2-methylaniline,methanol,CC1=CC=CC=C1N,CO,-72.1
2870,3-methylaniline,methanol,CC1=CC(=CC=C1)N,CO,-71.3
2871,4-methylaniline,methanol,CC1=CC=C(C=C1)N,CO,-71.7
2872,N-methylaniline,methanol,CNC1=CC=CC=C1,CO,-63.5
2873,1-aminonaphthalene,methanol,C1=CC=C2C(=C1)C=CC=C2N,CO,-69.6
2874,piperidine,methanol,C1CCNCC1,CO,-62.9
2875,pyridine,methanol,C1=CC=NC=C1,CO,-60.8
2876,quinoline,methanol,C1=CC=C2C(=C1)C=CC=N2,CO,-57.5
2877,ammonia,methanol,N,CO,-85.6
2878,4-methoxyaniline,methanol,COC1=CC=C(C=C1)N,CO,-72.1
2879,4-nitroaniline,methanol,C1=CC(=CC=C1N)[N+](=O)[O-],CO,-75.3
2880,3-chloroaniline,methanol,C1=CC(=CC(=C1)Cl)N,CO,-76
2881,4-chloroaniline,methanol,C1=CC(=CC=C1N)Cl,CO,-75.5
2882,1-methylpiperidine,methanol,CN1CCCCC1,CO,-56.3
2883,"2,6-dimethylpyridine",methanol,CC1=NC(=CC=C1)C,CO,-55.6
2884,2-methylpyridine,methanol,CC1=CC=CC=N1,CO,-57.7
2885,3-bromoaniline,methanol,C1=CC(=CC(=C1)Br)N,CO,-75.2
2886,3-methoxyaniline,methanol,COC1=CC=CC(=C1)N,CO,-68
2887,3-methylpyridine,methanol,CC1=CN=CC=C1,CO,-58.5
2888,4-cyanopyridine,methanol,C1=CN=CC=C1C#N,CO,-72.1
2889,4-ethylpyridine,methanol,CCC1=CC=NC=C1,CO,-57.6
2890,4-methylpyridine,methanol,CC1=CC=NC=C1,CO,-58.1
2891,4-phenylpyridine,methanol,C1=CC=C(C=C1)C2=CC=NC=C2,CO,-62.3
2892,ethylamine,methanol,CCN,CO,-71
2893,n-butylamine,methanol,CCCCN,CO,-70.8
2894,acetylene,water,C#C,O,-67.9
2896,methanol,water,CO,O,-80
2897,ethanol,water,CCO,O,-78.5
2898,1-propanol,water,CCCO,O,-75.8
2899,isopropanol,water,CC(C)O,O,-76
2900,2-butanol,water,CCC(C)O,O,-76.3
2901,t-butanol,water,CC(C)(C)O,O,-72.1
2903,benzylalcohol,water,C1=CC=C(C=C1)CO,O,-75.4
2904,2-methoxyethanol,water,COCCO,O,-77.9
2905,"1,2-ethanediol",water,C(CO)O,O,-73.3
2908,water,water,O,O,-86.9
2909,hydrogenperoxide,water,OO,O,-82.3
2912,hydrofluoricacid,water,CC(C)OC1=C(C=C(C(=C1)NC(=O)C)Cl)Cl,O,-85.5
